dice,jaccard,rvd,avd_voxels,hausdorff,hausdorff95,nsd,surface_dice,msd,lesion_recall,lesion_precision,case_id,voxel_spacing_x,voxel_spacing_y,voxel_spacing_z
0.9396610064018296,0.8861892395498628,-0.0017098401299478498,220,10.44030650891055,1.4142135623730951,0.9183631476742242,0.9194632762362158,0.43263043028875636,0.1111111111111111,1.0,BraTS-PED-00001-000,1.0,1.0,1.0
0.9748905782077862,0.9510112359550562,-0.015202606161056181,266,4.0,1.0,0.9951153606318852,0.9951548941318898,0.15947275594184523,0.5,1.0,BraTS-PED-00002-000,1.0,1.0,1.0
0.9431916868804839,0.8924907905922358,0.011384170581857608,189,84.69356528095862,1.4142135623730951,0.9313898704358068,0.9330620523883633,0.4809862226013885,0.2,1.0,BraTS-PED-00003-000,1.0,1.0,1.0
0.9483020716062104,0.9016867353295152,0.005382687389587944,844,40.422765862815474,2.449489742783178,0.8190885909067254,0.822026801562758,0.7153318160756131,0.1,1.0,BraTS-PED-00004-000,1.0,1.0,1.0
0.9454091410651025,0.8964700699377719,-0.002320320204188178,40,5.830951894845301,1.4142135623730951,0.9202152333240561,0.9217604435063705,0.41600868444420763,0.25,1.0,BraTS-PED-00005-000,1.0,1.0,1.0
0.8905599024489381,0.8027111192526104,-0.012320743284185013,61,5.656854249492381,1.4142135623730951,0.9284358390280941,0.9297938903416801,0.399007334658849,1.0,1.0,BraTS-PED-00006-000,1.0,1.0,1.0
0.9446402060564867,0.8950883020914545,-0.008868153002350596,747,5.0,1.4142135623730951,0.9384166684151997,0.9391736406183021,0.37896152474958833,0.125,1.0,BraTS-PED-00008-000,1.0,1.0,1.0
0.962993804848141,0.9286287867423206,-0.008093107188100945,888,5.0990195135927845,1.4142135623730951,0.9416978199689167,0.9420961815155714,0.34848749920036376,1.0,1.0,BraTS-PED-00009-000,1.0,1.0,1.0
0.9696765464760113,0.9411379923066409,-0.004105766141985223,409,95.96353474106714,1.4142135623730951,0.9472957203076996,0.9478993334116433,0.41551095101313357,0.125,1.0,BraTS-PED-00010-000,1.0,1.0,1.0
0.9585572861495809,0.9204128785976192,-0.009993363781863607,768,5.0,1.4142135623730951,0.9210167510712894,0.9218157647742224,0.42764094374448247,0.3333333333333333,1.0,BraTS-PED-00013-000,1.0,1.0,1.0
0.9519094929075977,0.9082321483364748,0.011668207024029575,505,5.385164807134504,1.4142135623730951,0.9284122435984901,0.9302506558736156,0.40835432031189905,1.0,1.0,BraTS-PED-00014-000,1.0,1.0,1.0
0.9173005242583109,0.8472346618898343,0.005652464596122288,186,45.12205669071391,2.23606797749979,0.8272469568117392,0.8285928098562707,0.6913863501966397,0.3333333333333333,1.0,BraTS-PED-00015-000,1.0,1.0,1.0
0.9613680454099106,0.9256099248259004,-0.024461793233972084,1551,14.317821063276353,1.4142135623730951,0.9228410648582354,0.9231656924857055,0.3970794516946519,0.5,1.0,BraTS-PED-00016-000,1.0,1.0,1.0
0.9545130706417493,0.9129842218378151,-0.0048929162053931415,358,69.6993543729065,1.4142135623730951,0.9269211113800802,0.9278953675026382,0.4060668096842605,0.2,1.0,BraTS-PED-00017-000,1.0,1.0,1.0
0.9699414485815029,0.9416371984347816,-0.0013964945400942634,216,19.44222209522358,1.4142135623730951,0.9254497306182083,0.9258946186522968,0.4269018435262608,0.3333333333333333,1.0,BraTS-PED-00018-000,1.0,1.0,1.0
0.9706902284927081,0.943049658482555,-0.006215481877430698,1050,64.42049363362563,1.0,0.9548641895704038,0.955074875117398,0.3349781237712089,0.3333333333333333,1.0,BraTS-PED-00019-000,1.0,1.0,1.0
0.9760242005185825,0.9531711599169438,0.001626213172326696,94,5.385164807134504,1.0,0.9634046230287319,0.9636865874774689,0.25923831850048557,0.5,1.0,BraTS-PED-00020-000,1.0,1.0,1.0
0.9718651307798202,0.9452700806820811,-0.0076232731672884945,1512,15.7797338380595,1.0,0.9559934574343796,0.9562909954028251,0.3238180747262337,0.16666666666666666,0.5,BraTS-PED-00021-000,1.0,1.0,1.0
0.9652205364451467,0.9327789837742375,-0.005631556967311659,445,42.07136793592526,1.4142135623730951,0.9462122767398892,0.9471467038134611,0.37724418903450757,0.14285714285714285,1.0,BraTS-PED-00022-000,1.0,1.0,1.0
0.9448633726131745,0.8954891225350066,0.00127890321260487,50,55.036351623268054,1.4142135623730951,0.9465887752973086,0.948334431435765,0.35856814366071427,0.15384615384615385,1.0,BraTS-PED-00023-000,1.0,1.0,1.0
0.8983332016746979,0.8154309479420623,0.015550366203163146,293,31.701734968294716,1.7320508075688772,0.9095444163962014,0.9114090156223988,0.5356851880074524,0.5,1.0,BraTS-PED-00024-000,1.0,1.0,1.0
0.9573677693260216,0.9182219205972175,-0.011717882265827472,633,5.385164807134504,1.4142135623730951,0.9312339331619537,0.9314953947301754,0.3972907289258662,0.5,1.0,BraTS-PED-00025-000,1.0,1.0,1.0
0.938948405368797,0.8849224770216322,0.01573669579030977,317,8.12403840463596,1.4142135623730951,0.9169850366125438,0.9191085371059664,0.4919107489319219,0.5,1.0,BraTS-PED-00026-000,1.0,1.0,1.0
0.9762072218886697,0.953520324385912,0.012323518243639753,357,2.23606797749979,1.0,0.9856531049250535,0.9856535361259496,0.1863577856496851,1.0,1.0,BraTS-PED-00027-000,1.0,1.0,1.0
0.95002190313945,0.9048016391770738,0.0041360607922897585,424,24.758836806279895,1.4142135623730951,0.917432210125506,0.9191420764235066,0.46202489697385196,0.3,1.0,BraTS-PED-00028-000,1.0,1.0,1.0
0.967975251623023,0.9379380224605252,-0.016163886247731005,187,2.23606797749979,1.0,0.9837351976030817,0.9838241346226207,0.18959457990499098,1.0,1.0,BraTS-PED-00029-000,1.0,1.0,1.0
0.9694676393720479,0.9407444893640269,0.010604769763299157,1780,50.06995106848019,2.0,0.8941863521988959,0.8951591714280808,0.5077433593754178,0.5,1.0,BraTS-PED-00030-000,1.0,1.0,1.0
0.9485596244373156,0.9021525580370531,0.010083174874202853,1559,25.238858928247925,2.0,0.8652568452615798,0.8669789215485242,0.6021334354264666,0.2692307692307692,1.0,BraTS-PED-00031-000,1.0,1.0,1.0
0.9634357797142793,0.9294511240690094,0.006484214292102674,725,20.149441679609886,2.0,0.8976230397475096,0.8984502010218876,0.563470677427342,0.2727272727272727,1.0,BraTS-PED-00032-000,1.0,1.0,1.0
0.9426034202312393,0.8914379318659937,-0.010182212619295469,1164,48.55924216871593,2.23606797749979,0.8572536248740017,0.8596110158749024,0.6173666141425975,0.08333333333333333,1.0,BraTS-PED-00033-000,1.0,1.0,1.0
0.9401244446996175,0.8870139895180185,0.015666589515102417,1083,11.357816691600547,2.0,0.8686557238293885,0.8710323866321771,0.5618176246405076,0.16666666666666666,1.0,BraTS-PED-00034-000,1.0,1.0,1.0
0.9646006254555715,0.9316217965458902,-0.009803806872024054,838,45.35416188179427,1.4142135623730951,0.9307786669782113,0.9314338407522293,0.38598165013046254,0.2727272727272727,1.0,BraTS-PED-00035-000,1.0,1.0,1.0
0.9475355863271037,0.9003017812453997,-0.00042597684234984315,22,5.385164807134504,1.7320508075688772,0.8939698932259759,0.8945342250648255,0.49316447510613587,0.16666666666666666,1.0,BraTS-PED-00036-000,1.0,1.0,1.0
0.9479591836734694,0.9010669253152279,-0.016194331983805668,16,45.9782557302906,1.0,0.9965870307167235,0.9966777408637874,0.22914133740256465,0.3333333333333333,1.0,BraTS-PED-00037-000,1.0,1.0,1.0
0.9176417130523685,0.8478169605373636,-0.01241815308195981,165,7.615773105863909,1.7320508075688772,0.8919410004275331,0.8946818034133714,0.5158950716789678,0.2,1.0,BraTS-PED-00038-000,1.0,1.0,1.0
0.958795222575273,0.9208517319203219,0.0014109275314902667,69,8.660254037844387,1.4142135623730951,0.9463618540302593,0.9470666954724638,0.34463623230858254,1.0,1.0,BraTS-PED-00039-000,1.0,1.0,1.0
0.9619264055787311,0.926645674014095,-0.006176000496562854,398,12.041594578792296,1.4142135623730951,0.9387183422870299,0.9396913218018338,0.406658139333889,0.5,1.0,BraTS-PED-00040-000,1.0,1.0,1.0
0.9365906338017892,0.8807432617884394,0.005883902696056907,402,6.164414002968976,1.7320508075688772,0.8869540794832187,0.8888068189832136,0.529371429649033,0.6666666666666666,1.0,BraTS-PED-00041-000,1.0,1.0,1.0
0.9821629439177245,0.9649510577833912,-0.0002410122514561157,6,72.09715667070374,1.0,0.9920525973556824,0.9921441514776083,0.14124106267367156,0.16666666666666666,1.0,BraTS-PED-00042-000,1.0,1.0,1.0
0.9317059478386633,0.8721437191882395,0.01793343125678024,3736,16.09347693943108,4.242640687119285,0.7616581960168494,0.7676052883489959,1.075195754468541,0.26666666666666666,1.0,BraTS-PED-00043-000,1.0,1.0,1.0
0.9715277879960565,0.9446320247224448,0.004512741859367626,153,2.8284271247461903,1.0,0.9893391413996676,0.9893594909149954,0.2063470704851626,1.0,1.0,BraTS-PED-00044-000,1.0,1.0,1.0
0.9694380955949392,0.9406888528007369,0.0012247244370016746,49,3.605551275463989,1.0,0.9718405873099109,0.9720415309114527,0.25048265865351976,0.5,1.0,BraTS-PED-00045-000,1.0,1.0,1.0
0.946993670886076,0.8993238166791886,-0.016373290089713076,626,8.246211251235321,1.4142135623730951,0.9162178017172418,0.9174669236341328,0.4197781253386752,0.25,1.0,BraTS-PED-00046-000,1.0,1.0,1.0
0.9444898594729262,0.8948183662179605,-0.01614024248976755,418,11.704699910719626,1.7320508075688772,0.9144344728368843,0.9159628861864914,0.5007018242799153,0.16666666666666666,1.0,BraTS-PED-00047-000,1.0,1.0,1.0
0.9530995106035889,0.9104012465913518,-0.017183867380976447,340,71.18286310622803,1.0,0.9683186241231048,0.9689199831504918,0.30068119009242394,0.2,1.0,BraTS-PED-00048-000,1.0,1.0,1.0
0.9632478939737091,0.9291014586560022,0.005310585125555689,221,72.62231062146122,1.0,0.9620390455531453,0.9621362233646334,0.33549499559604384,0.3333333333333333,1.0,BraTS-PED-00049-000,1.0,1.0,1.0
0.9339493497604381,0.8760834670947031,-0.01656258484930763,488,49.26459174701441,2.0,0.9010061668289516,0.9013873414613286,0.584118638023661,0.25,1.0,BraTS-PED-00050-000,1.0,1.0,1.0
0.965920506942119,0.9340872857712236,-0.01711104300745735,335,67.02984409947557,1.0,0.9787884235124933,0.9790051008170901,0.22395490664621892,0.5,1.0,BraTS-PED-00051-000,1.0,1.0,1.0
0.9701137485067263,0.9419620342538985,0.0014761835457512943,71,5.0990195135927845,1.0,0.9732642019837692,0.9736319693834428,0.26434533137287014,0.6666666666666666,1.0,BraTS-PED-00052-000,1.0,1.0,1.0
0.9522574696747054,0.9088659113408866,0.015154154328514196,261,4.358898943540674,1.0,0.9632309633992427,0.9636140798091504,0.2755225830901741,0.5,1.0,BraTS-PED-00053-000,1.0,1.0,1.0
0.9762616708366388,0.9536242250834526,-0.002803168799512492,69,78.10889834071403,1.0,0.9936276391554703,0.9936921705359717,0.17162618532752638,0.3333333333333333,1.0,BraTS-PED-00054-000,1.0,1.0,1.0
0.9708365310821182,0.9433258762117822,-0.0030651340996168583,28,4.123105625617661,1.0,0.9898758981058132,0.9899309288941962,0.15826936450001286,1.0,1.0,BraTS-PED-00055-000,1.0,1.0,1.0
